NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
28.3,Manufacture of agricultural and forestry machinery,16121010,4,Farm Machinery & Equipment,,,
28.3,Manufacture of agricultural and forestry machinery,1612101010,5,Farm Tractors & Field Machinery,,,
28.3,Manufacture of agricultural and forestry machinery,1612101011,5,Implement & Irrigation Equip,,,
28.3,Manufacture of agricultural and forestry machinery,1612101012,5,Other Farm Equipment,,,
28.3,Manufacture of agricultural and forestry machinery,16121011,4,Home Lawn & Garden Equipment,,,
28.3,Manufacture of agricultural and forestry machinery,16121012,4,Agricultural Mach Parts & Svcs,,,
28.4,Manufacture of metal forming machinery and machine tools,161217,3,Metalworking Machinery,,,
28.4,Manufacture of metal forming machinery and machine tools,16121717,4,Stamping Press Machinery,,,
28.41,Manufacture of metal forming machinery,16121712,4,Machine Tool (Metal Cutting),,,
28.41,Manufacture of metal forming machinery,16121713,4,Machine Tool (Metal Forming),,,
28.41,Manufacture of metal forming machinery,16121714,4,Rolling Mill Mach & Equipment,,,
28.41,Manufacture of metal forming machinery,16121715,4,Sheet Metal Processing Mach,,,
28.41,Manufacture of metal forming machinery,16121719,4,Other Metalworking Machinery,,,
28.49,Manufacture of other machine tools,16121710,4,Cutting & Machine Tool Acc,,,
28.9,Manufacture of other special-purpose machinery,161215,3,Industrial Machinery,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",161211,3,Construction & Mining Machinery,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",16121110,4,Construction Machinery,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",16121111,4,Mining Machinery & Equipment,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",1612111110,5,Mining Material Handling Equip,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",1612111111,5,Surface Mining Machinery,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",1612111112,5,Underground Mining Machinery,,,
28.92,"Manufacture of machinery for mining, quarrying and construction",16121112,4,Const & Mining Mach Parts & Svcs,,,
28.93,"Manufacture of machinery for food, beverage and tobacco processing",16121511,4,Food Product Machinery,,,
28.94,"Manufacture of machinery for textile, apparel and leather production",1612151011,5,Commercial Laundry Machinery,,,
28.94,"Manufacture of machinery for textile, apparel and leather production",16121516,4,Textile Machinery,,,
28.95,Manufacture of machinery for paper and paperboard production,16121512,4,Paper Industry Machinery,,,
28.96,Manufacture of plastic and rubber machinery,16121513,4,Plastics & Rubber Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,13111117,4,CCS Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,161213,3,Factory Automation Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121310,4,Ind Process Automation Mach,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121311,4,Industrial Robot,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121312,4,Other Robotics Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121313,4,Relay & Industrial Control,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121314,4,Other Factory Automation Mach,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121315,4,Factory Automation Parts & Svcs,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121510,4,Comml & Service Ind Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,1612151012,5,Other Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121514,4,Printing Machinery & Equip,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121515,4,Sawmill & Woodworking Mach,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121517,4,Other Industrial Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,1612151710,5,General Purpose Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,1612151713,5,Packaging Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,1612151714,5,Recycle Matl Hdlg Equip & Mach,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,1612151716,5,Misc. Industrial Machinery,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16121518,4,Industrial Machinery Parts & Svcs,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,161811,3,Pollution Control Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16181110,4,Air Purification Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16181111,4,Filtration Prods - Air & Liquids,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,16181112,4,Water Purification Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,181110,3,Semiconductor Mfg,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111010,4,Back End Capital Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111011,4,Front End Capital Equipment,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111012,4,Assembly Material & Solutions,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111013,4,Assembly & Testing Services,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111014,4,Foundry Services,,,
28.99,Manufacture of other special-purpose machinery n.e.c.,18111015,4,Silicon Products,,,
29.1,Manufacture of motor vehicles,111110,3,Automobiles,,,
29.1,Manufacture of motor vehicles,11111010,4,Passenger Vehicles,,,
29.1,Manufacture of motor vehicles,1111101010,5,Alternative Passenger Vehicles,,,
29.1,Manufacture of motor vehicles,111110101010,6,Hybrid Electric Vehicles,,,
29.1,Manufacture of motor vehicles,111110101011,6,Plug-in Electric Vehicles,,,
29.1,Manufacture of motor vehicles,111110101012,6,Plug-in Hybrid Electric Vehicles,,,
29.1,Manufacture of motor vehicles,111110101013,6,Other Alternative Energy Veh,,,
29.1,Manufacture of motor vehicles,1111101011,5,Internal Comb Eng Vehicles,,,
29.1,Manufacture of motor vehicles,11111011,4,Light Trucks,,,
29.1,Manufacture of motor vehicles,1111101110,5,Alternative Light Trucks,,,
29.1,Manufacture of motor vehicles,111110111010,6,Hybrid Electric Light Trucks,,,
29.1,Manufacture of motor vehicles,111110111011,6,Plug-in Electric Light Trucks,,,
29.1,Manufacture of motor vehicles,111110111012,6,Plug-in Hybrid Light Trucks,,,
29.1,Manufacture of motor vehicles,111110111013,6,Other Alt Energy Light Trucks,,,
29.1,Manufacture of motor vehicles,1111101111,5,Internal Comb Eng Light Trucks,,,
29.1,Manufacture of motor vehicles,161410,3,Commercial Vehicles,,,
29.1,Manufacture of motor vehicles,16141010,4,Commercial Vehicles Mfg,,,
29.1,Manufacture of motor vehicles,16141011,4,Commercial Vehicle Engines,,,
29.1,Manufacture of motor vehicles,1614101110,5,Medium-Duty Truck Engines,,,
29.1,Manufacture of motor vehicles,1614101111,5,Heavy-Duty Truck Engines,,,
29.2,Manufacture of bodies (coachwork) for motor vehicles and trailers,111312,3,Recreational Vehicles,,,
29.2,Manufacture of bodies (coachwork) for motor vehicles and trailers,11131211,4,"Motorhomes, Trailers & Campers",,,
29.2,Manufacture of bodies (coachwork) for motor vehicles and trailers,1113121110,5,Motorhomes,,,
29.2,Manufacture of bodies (coachwork) for motor vehicles and trailers,1113121111,5,Travel Trailers & Campers,,,
29.2,Manufacture of bodies (coachwork) for motor vehicles and trailers,16141014,4,Truck Trailers,,,
29.3,Manufacture of parts and accessories for motor vehicles,111111,3,Auto Parts,,,
29.31,Manufacture of electrical and electronic equipment for motor vehicles,11111111,4,Auto Electrical,,,
29.31,Manufacture of electrical and electronic equipment for motor vehicles,1111111110,5,Auto Audio & Video Equipment,,,
29.31,Manufacture of electrical and electronic equipment for motor vehicles,1111111111,5,Auto Light Equipment,,,
29.31,Manufacture of electrical and electronic equipment for motor vehicles,1111111112,5,Other Electrical Equipment,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111110,4,Alternative Vehicle Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,1111111010,5,Alt Vehicle Drivetrains,,,
29.32,Manufacture of other parts and accessories for motor vehicles,1111111012,5,Other Alt Vehicles Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111112,4,Auto Glass,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111114,4,Auto Safety Equipment,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111115,4,Automotive Engineering & Tech,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111116,4,Body & Chassis,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111117,4,Brake Systems,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111118,4,Drivetrain Components,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111119,4,Engines & Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,1111111910,5,Diesel Engines & Engine Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,1111111911,5,Gasoline Engines & Eng Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111120,4,Exhausts & Emissions,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111121,4,Auto HVAC Systems,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111122,4,Seating & Trim,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111123,4,Steering & Suspension,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111126,4,Vehicle Wheels,,,
29.32,Manufacture of other parts and accessories for motor vehicles,11111127,4,Other Motor Vehicle Parts,,,
29.32,Manufacture of other parts and accessories for motor vehicles,16141012,4,Comml Veh Other Parts & Svcs,,,
30.11,Building of ships and floating structures,16101114,4,Naval Ship Building,,,
30.11,Building of ships and floating structures,161412,3,Shipbuilding,,,
30.11,Building of ships and floating structures,16141210,4,Shipbuilding & Repair,,,
30.11,Building of ships and floating structures,1614121010,5,Bulk Carriers,,,
30.11,Building of ships and floating structures,1614121011,5,Container Ships,,,
30.11,Building of ships and floating structures,1614121012,5,Cruise Ships,,,
30.11,Building of ships and floating structures,1614121013,5,Ferries,,,
30.11,Building of ships and floating structures,1614121014,5,General Cargo Ships,,,
30.11,Building of ships and floating structures,1614121015,5,LNG Carriers,,,
30.11,Building of ships and floating structures,1614121016,5,Oil Tankers,,,
30.11,Building of ships and floating structures,1614121017,5,Ro-Ro Carriers,,,
30.12,Building of pleasure and sporting boats,11131210,4,Leisure Boats & Yachts Building,,,
30.2,Manufacture of railway locomotives and rolling stock,161411,3,Railroad Rolling Stock,,,
30.2,Manufacture of railway locomotives and rolling stock,16141110,4,Locomotives,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111010,5,Diesel locomotives,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111011,5,Electric locomotives,,,
30.2,Manufacture of railway locomotives and rolling stock,16141111,4,Rolling Stock - Railcars,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111110,5,Rail Freight Cars,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111111,5,Rail Passenger Cars,,,
30.2,Manufacture of railway locomotives and rolling stock,16141112,4,Rolling Stock Components & Sys,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111210,5,Rolling Stock Electronic Sys,,,
30.2,Manufacture of railway locomotives and rolling stock,1614111211,5,Rolling Stk Mech Components,,,
30.2,Manufacture of railway locomotives and rolling stock,16141113,4,Rail Track Components & Sys,,,
30.3,Manufacture of air and spacecraft and related machinery,161010,3,Aircraft & Parts,,,
30.3,Manufacture of air and spacecraft and related machinery,16101010,4,Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101010,5,Large Fixed Wing Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101011,5,Rotary Wing Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101012,5,Small Fixed Wing Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,16101011,4,Aircraft Parts,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101110,5,Aircraft Engines & Eng Parts,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101111,5,Aircraft Parts & Equipment,,,
30.3,Manufacture of air and spacecraft and related machinery,1610101112,5,Aircraft Seats,,,
30.3,Manufacture of air and spacecraft and related machinery,161011,3,Defense Primes,,,
30.3,Manufacture of air and spacecraft and related machinery,16101110,4,Military Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610111010,5,Fighter Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610111011,5,Military Rotary Wing Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610111012,5,Military Transport Aircraft,,,
30.3,Manufacture of air and spacecraft and related machinery,1610111013,5,Other Military Aircraft,,,
